Date,ProductID,DepartmentID,NetRevenue,GrossProfit,EBITDA,OperatingIncome,Actual,Budget,CurrentAssets,CurrentLiabilities,COGS,AvgInventory,NOPAT,InvestedCapital
2024-01-01,44,30,820800.0,371100.0,241600.0,205000.0,820800.0,869200.0,564600.0,250500.0,449700.0,222900.0,155900.0,1976800.0
2024-01-01,45,80,782200.0,428100.0,266900.0,202300.0,782200.0,754900.0,483600.0,262300.0,354100.0,203700.0,157300.0,2680000.0
2024-01-01,46,50,354300.0,215100.0,137300.0,107000.0,354300.0,343300.0,283200.0,123800.0,139200.0,79600.0,87400.0,958400.0
2024-01-01,47,70,1358000.0,772600.0,446100.0,345300.0,1358000.0,1357100.0,994800.0,427900.0,585400.0,330200.0,249900.0,2895400.0
2024-01-01,48,50,409400.0,189700.0,132200.0,112200.0,409400.0,380800.0,316800.0,140200.0,219700.0,100700.0,86600.0,1201200.0
2024-01-01,49,80,2249600.0,1358800.0,874200.0,757900.0,2249600.0,2230100.0,1663900.0,622800.0,890800.0,530900.0,591800.0,5306700.0
2024-01-01,50,30,1246800.0,680300.0,384900.0,338200.0,1246800.0,1318900.0,863100.0,322400.0,566500.0,325600.0,260400.0,3833800.0
2024-01-01,51,50,1609700.0,857700.0,507300.0,405400.0,1609700.0,1583500.0,1262600.0,570300.0,752000.0,437600.0,326900.0,3886400.0
2024-01-01,52,70,3366700.0,1986100.0,1369400.0,1028300.0,3366700.0,3271800.0,2415200.0,1327800.0,1380600.0,722700.0,755700.0,9453300.0
2024-01-01,53,60,1593800.0,871300.0,546700.0,414400.0,1593800.0,1524300.0,1178600.0,547300.0,722500.0,350400.0,330500.0,3291900.0
2024-01-01,54,80,2501200.0,1284300.0,885600.0,776300.0,2501200.0,2499600.0,1519200.0,684300.0,1216900.0,655300.0,626500.0,8282200.0
2024-01-01,55,80,217700.0,120400.0,81000.0,62700.0,217700.0,222400.0,137300.0,60900.0,97300.0,57900.0,47300.0,661600.0
2024-01-01,56,20,2633400.0,1440200.0,885100.0,670000.0,2633400.0,2714000.0,1980000.0,1038500.0,1193200.0,543400.0,487000.0,7759900.0
2024-01-01,57,50,1424400.0,824900.0,467500.0,380600.0,1424400.0,1498700.0,981000.0,479500.0,599500.0,351000.0,275800.0,4549800.0
2024-01-01,58,50,1200500.0,684800.0,438500.0,351600.0,1200500.0,1249700.0,761100.0,278400.0,515700.0,299400.0,274900.0,2834700.0
2024-01-01,59,30,1182100.0,671500.0,398500.0,279600.0,1182100.0,1232500.0,922300.0,447800.0,510600.0,241900.0,213700.0,2976900.0
2024-01-01,60,50,3386100.0,1933300.0,1162600.0,1023000.0,3386100.0,3553600.0,2103900.0,896800.0,1452800.0,732000.0,766800.0,10323900.0
2024-01-01,61,10,2266800.0,1156400.0,770800.0,642900.0,2266800.0,2123700.0,1635000.0,734700.0,1110400.0,650300.0,481300.0,7249900.0
2024-01-01,62,60,1578800.0,865200.0,575500.0,477500.0,1578800.0,1614000.0,1212000.0,576500.0,713600.0,417800.0,374700.0,3889200.0
2024-01-01,63,80,630400.0,333900.0,188800.0,142200.0,630400.0,652200.0,400400.0,150700.0,296500.0,157400.0,116200.0,1762800.0
2024-01-01,64,50,578500.0,276300.0,174600.0,147600.0,578500.0,598500.0,386300.0,144100.0,302200.0,179600.0,108300.0,1995700.0
2024-01-01,65,70,2008000.0,997100.0,550800.0,438800.0,2008000.0,1995300.0,1475000.0,714600.0,1010900.0,543500.0,352000.0,6848200.0
2024-01-01,66,20,46700.0,24700.0,17500.0,13300.0,46700.0,47400.0,34100.0,16300.0,22000.0,11400.0,10500.0,138900.0
2024-01-01,67,20,1307200.0,709900.0,510600.0,368100.0,1307200.0,1258700.0,924900.0,395600.0,597300.0,302000.0,300000.0,3980100.0
2024-01-01,68,70,928000.0,529600.0,366300.0,297000.0,928000.0,985000.0,608700.0,297100.0,398400.0,192300.0,227000.0,2184700.0
2024-01-01,69,60,1259700.0,765800.0,538600.0,439500.0,1259700.0,1182200.0,825300.0,448700.0,493900.0,292600.0,352700.0,2692600.0
2024-01-01,70,40,524600.0,266100.0,191100.0,160800.0,524600.0,502900.0,401800.0,185200.0,258500.0,139100.0,128800.0,1232500.0
2024-01-01,71,30,339200.0,156800.0,112600.0,89800.0,339200.0,353400.0,211000.0,110400.0,182400.0,85700.0,67900.0,1079600.0
2024-01-01,72,60,247400.0,137900.0,93200.0,74100.0,247400.0,255900.0,172000.0,87000.0,109500.0,57700.0,54200.0,681800.0
2024-01-01,73,10,2306900.0,1164500.0,646600.0,568800.0,2306900.0,2419100.0,1580800.0,587400.0,1142400.0,636200.0,434800.0,7725600.0
2024-01-01,74,60,1338900.0,691600.0,454800.0,363300.0,1338900.0,1306100.0,1069700.0,487900.0,647300.0,335300.0,283600.0,2877000.0
2024-01-01,75,20,1661400.0,995300.0,623800.0,462300.0,1661400.0,1623900.0,1147500.0,497100.0,666100.0,309200.0,352600.0,4980300.0
2024-01-01,76,60,217800.0,123900.0,70100.0,50100.0,217800.0,215700.0,163100.0,69200.0,93900.0,44100.0,36400.0,748100.0
2024-01-01,77,60,1207800.0,595700.0,422900.0,328200.0,1207800.0,1278100.0,737100.0,300400.0,612100.0,304100.0,239700.0,3334900.0
2024-01-01,78,30,962100.0,536000.0,371800.0,284900.0,962100.0,997500.0,687700.0,351700.0,426100.0,245800.0,232900.0,3105300.0
2024-01-01,79,10,1991400.0,1018900.0,692500.0,599600.0,1991400.0,1949900.0,1267100.0,479800.0,972500.0,533500.0,435900.0,6196100.0
2024-01-01,80,10,127100.0,76400.0,47500.0,36200.0,127100.0,124800.0,94600.0,47800.0,50700.0,27100.0,26400.0,264200.0
2024-01-01,81,30,799500.0,470500.0,311700.0,245400.0,799500.0,793000.0,523400.0,262200.0,329000.0,153700.0,187200.0,1938700.0
2024-01-01,82,80,3562500.0,2178700.0,1344700.0,1086400.0,3562500.0,3317000.0,2352300.0,922700.0,1383800.0,651200.0,810000.0,8878400.0
2024-01-01,83,10,2977900.0,1803500.0,1108500.0,916400.0,2977900.0,2978000.0,2283100.0,1167200.0,1174400.0,541200.0,738800.0,6144800.0
2024-01-01,84,10,792000.0,438600.0,284200.0,228300.0,792000.0,815200.0,541400.0,202000.0,353400.0,160100.0,171800.0,2536000.0
2024-01-01,85,80,2560700.0,1153000.0,681800.0,549500.0,2560700.0,2569300.0,1739100.0,716600.0,1407700.0,705200.0,413900.0,5767200.0
2024-01-01,86,20,4295400.0,2158200.0,1315200.0,1092800.0,4295400.0,4487200.0,3277400.0,1302000.0,2137200.0,1008700.0,808400.0,12472100.0
2024-01-01,87,20,1584500.0,918700.0,577700.0,463000.0,1584500.0,1602100.0,1166600.0,614100.0,665800.0,363800.0,379000.0,3937200.0
2024-01-01,88,60,1156200.0,626400.0,411800.0,347300.0,1156200.0,1171000.0,775100.0,282800.0,529800.0,275100.0,251400.0,2951900.0
2024-01-01,89,50,1085500.0,555100.0,313800.0,253200.0,1085500.0,1067900.0,777300.0,420400.0,530400.0,297500.0,183300.0,3651200.0
2024-01-01,90,40,1154100.0,643000.0,458300.0,358000.0,1154100.0,1204300.0,885700.0,484000.0,511100.0,236500.0,280900.0,2376000.0
2024-01-01,91,80,1789600.0,959800.0,587300.0,508100.0,1789600.0,1761400.0,1351000.0,656300.0,829800.0,379900.0,397900.0,4477500.0
2024-01-01,92,60,311600.0,175800.0,104200.0,88900.0,311600.0,331900.0,224500.0,85300.0,135800.0,62800.0,69900.0,1051700.0
2024-01-01,93,50,123300.0,58300.0,32900.0,26300.0,123300.0,125800.0,82100.0,30800.0,65000.0,36100.0,21400.0,431000.0
2024-01-01,94,20,912800.0,546700.0,329400.0,287000.0,912800.0,892600.0,687500.0,267000.0,366100.0,219700.0,211100.0,2230600.0
2024-01-01,95,20,114200.0,61700.0,43200.0,30500.0,114200.0,111600.0,86000.0,32400.0,52500.0,26600.0,22500.0,370800.0
2024-01-01,96,30,256700.0,129000.0,86700.0,75800.0,256700.0,260700.0,192600.0,97600.0,127700.0,61900.0,56400.0,885200.0
2024-01-01,97,80,1741600.0,834500.0,598600.0,468800.0,1741600.0,1688400.0,1178000.0,536600.0,907100.0,539700.0,375800.0,5576400.0
2024-01-01,98,30,189300.0,92600.0,56800.0,49300.0,189300.0,194900.0,133100.0,49900.0,96700.0,44700.0,36300.0,506200.0
2024-01-01,99,30,977800.0,432900.0,298200.0,256200.0,977800.0,1036700.0,667800.0,286700.0,544900.0,275800.0,194400.0,2075300.0
2024-01-01,100,40,152700.0,87000.0,58400.0,44400.0,152700.0,145100.0,92800.0,49500.0,65700.0,34200.0,35700.0,479200.0
2024-01-01,101,80,2891200.0,1490200.0,824400.0,609100.0,2891200.0,2749300.0,2278400.0,1074900.0,1401000.0,719400.0,485800.0,6813000.0
2024-01-01,102,20,509300.0,253000.0,165900.0,118000.0,509300.0,533300.0,356500.0,163000.0,256300.0,139600.0,91700.0,1567500.0
2024-01-01,103,50,2574000.0,1281300.0,829000.0,608300.0,2574000.0,2634600.0,1813900.0,765700.0,1292700.0,766600.0,471100.0,8184300.0
2024-01-01,104,10,759800.0,479000.0,295000.0,226300.0,759800.0,786100.0,510100.0,185400.0,280800.0,136500.0,177800.0,1637700.0
2024-01-01,105,60,892800.0,428700.0,295100.0,215900.0,892800.0,927700.0,618600.0,302500.0,464100.0,252800.0,173000.0,1870100.0
2024-01-01,106,80,336500.0,192700.0,112500.0,79600.0,336500.0,356900.0,236600.0,129600.0,143800.0,76400.0,59300.0,1053200.0
2024-01-01,107,40,2242900.0,1113600.0,776400.0,589900.0,2242900.0,2125000.0,1510800.0,797500.0,1129300.0,634100.0,477500.0,5786600.0
2024-01-01,108,30,2995800.0,1738900.0,1192100.0,891700.0,2995800.0,2820700.0,2051800.0,894800.0,1256900.0,753200.0,658100.0,7311700.0
2024-01-01,109,20,127500.0,69800.0,43700.0,36200.0,127500.0,121500.0,87800.0,38600.0,57700.0,32300.0,29400.0,372600.0
2024-01-01,110,70,1951500.0,1035000.0,579300.0,475500.0,1951500.0,1925900.0,1371200.0,685600.0,916500.0,434400.0,343800.0,6387300.0
2024-01-01,111,80,194200.0,102800.0,67800.0,51900.0,194200.0,206400.0,117800.0,44800.0,91400.0,47300.0,39300.0,517700.0
2024-01-01,112,20,833800.0,466800.0,308300.0,229700.0,833800.0,788700.0,623000.0,280200.0,367000.0,186500.0,178300.0,1995000.0
2024-02-01,1,50,2310100.0,1147400.0,766400.0,674200.0,2310100.0,2213100.0,1448800.0,528500.0,1162700.0,553300.0,533500.0,8075900.0
2024-02-01,2,60,2479300.0,1396600.0,837100.0,631200.0,2479300.0,2360400.0,1839400.0,901400.0,1082700.0,515500.0,477300.0,5792500.0
2024-02-01,3,40,335200.0,172100.0,105200.0,84500.0,335200.0,333700.0,267000.0,100400.0,163100.0,95000.0,61400.0,870600.0
2024-02-01,4,80,2961700.0,1614100.0,1045500.0,755400.0,2961700.0,2885800.0,1821000.0,807000.0,1347600.0,711000.0,553600.0,9606500.0
2024-02-01,5,30,154600.0,76100.0,42600.0,30800.0,154600.0,147100.0,97900.0,40600.0,78500.0,43700.0,23200.0,527400.0
2024-02-01,6,50,54100.0,27000.0,17400.0,12600.0,54100.0,52600.0,38200.0,17200.0,27100.0,12900.0,10300.0,120700.0
2024-02-01,7,60,206400.0,129600.0,72300.0,59000.0,206400.0,208600.0,150700.0,75900.0,76800.0,39400.0,46300.0,567000.0
2024-02-01,8,50,1702000.0,868200.0,578600.0,436000.0,1702000.0,1600200.0,1041600.0,456100.0,833800.0,435800.0,322800.0,4952800.0
2024-02-01,9,60,659300.0,352000.0,252000.0,182300.0,659300.0,647400.0,469600.0,194300.0,307300.0,159800.0,136100.0,1563800.0
2024-02-01,10,20,625800.0,333700.0,218400.0,162600.0,625800.0,657800.0,395500.0,164300.0,292100.0,156800.0,122200.0,1967900.0
2024-02-01,11,80,1003900.0,501800.0,318400.0,228000.0,1003900.0,988900.0,694100.0,276400.0,502100.0,269900.0,165300.0,2431500.0
2024-02-01,12,80,788400.0,403800.0,251700.0,216200.0,788400.0,813500.0,593500.0,251200.0,384600.0,196200.0,168000.0,1807000.0
2024-02-01,13,50,779900.0,419200.0,269700.0,228900.0,779900.0,793400.0,563300.0,211700.0,360700.0,167500.0,173400.0,2714200.0
2024-02-01,14,60,1063000.0,538600.0,342000.0,242200.0,1063000.0,1009000.0,708600.0,315100.0,524400.0,271900.0,189100.0,2948000.0
2024-02-01,15,60,776100.0,344700.0,232900.0,175600.0,776100.0,758300.0,594200.0,271200.0,431400.0,240000.0,131700.0,2501900.0
2024-02-01,16,60,3038800.0,1563700.0,1015200.0,856200.0,3038800.0,3134700.0,2241400.0,796400.0,1475100.0,768800.0,699300.0,9646200.0
2024-02-01,17,40,112300.0,66300.0,43600.0,35400.0,112300.0,117700.0,70700.0,34400.0,46000.0,20900.0,28800.0,243100.0
2024-02-01,18,10,414900.0,233500.0,155800.0,120600.0,414900.0,430900.0,325300.0,170600.0,181400.0,101700.0,87600.0,915700.0
2024-02-01,19,40,2727400.0,1379400.0,881900.0,667100.0,2727400.0,2602600.0,2134000.0,893000.0,1348000.0,678200.0,531800.0,8404200.0
2024-02-01,20,50,2767800.0,1485800.0,958200.0,709500.0,2767800.0,2951000.0,1825400.0,744400.0,1282000.0,616800.0,560900.0,6851900.0
2024-02-01,21,60,726800.0,408200.0,243500.0,175800.0,726800.0,744800.0,491300.0,268300.0,318600.0,182500.0,143400.0,2330800.0
2024-02-01,22,50,73700.0,36400.0,22200.0,17300.0,73700.0,71200.0,51300.0,20000.0,37300.0,19800.0,14100.0,224400.0
2024-02-01,23,30,1102400.0,605500.0,358000.0,293800.0,1102400.0,1107200.0,802100.0,289200.0,496900.0,254400.0,232600.0,2371100.0
2024-02-01,24,30,579700.0,317000.0,182900.0,149500.0,579700.0,610600.0,403000.0,193500.0,262700.0,148000.0,111900.0,1407600.0
2024-02-01,25,10,709900.0,419200.0,283200.0,241600.0,709900.0,663900.0,556800.0,241400.0,290700.0,167300.0,196500.0,1458500.0
2024-02-01,26,70,241400.0,115000.0,80300.0,60400.0,241400.0,225800.0,159200.0,74900.0,126400.0,74500.0,45500.0,647300.0
2024-02-01,27,80,1287100.0,754200.0,439500.0,316600.0,1287100.0,1226300.0,890400.0,357500.0,532900.0,254700.0,251300.0,4100900.0
2024-02-01,28,40,1649100.0,895800.0,554400.0,430800.0,1649100.0,1609400.0,1121700.0,414000.0,753300.0,449900.0,330700.0,5613100.0
2024-02-01,29,10,930200.0,500000.0,297700.0,226100.0,930200.0,940900.0,664700.0,267400.0,430200.0,216800.0,168100.0,2792200.0
2024-02-01,30,80,1645700.0,790100.0,558500.0,480200.0,1645700.0,1707900.0,1214600.0,580300.0,855600.0,505700.0,363400.0,3836600.0
2024-02-01,31,30,662500.0,312500.0,204100.0,158100.0,662500.0,667100.0,459900.0,210400.0,350000.0,192400.0,117300.0,1570900.0
2024-02-01,32,20,979300.0,506000.0,285000.0,228400.0,979300.0,919200.0,694800.0,313400.0,473300.0,253600.0,167900.0,2440600.0
2024-02-01,33,80,1037200.0,563000.0,356400.0,307100.0,1037200.0,1029300.0,633900.0,238600.0,474200.0,242900.0,238400.0,2943800.0
2024-02-01,34,50,60200.0,29900.0,20200.0,16200.0,60200.0,56400.0,40300.0,14600.0,30300.0,18200.0,13200.0,126600.0
2024-02-01,35,80,143800.0,80000.0,45800.0,37300.0,143800.0,148400.0,114000.0,48400.0,63800.0,37200.0,28500.0,485400.0
2024-02-01,36,70,537800.0,233600.0,163200.0,118100.0,537800.0,564900.0,335400.0,184000.0,304200.0,154800.0,86500.0,1865100.0
2024-02-01,37,10,222100.0,132900.0,89300.0,69300.0,222100.0,218300.0,143500.0,63400.0,89200.0,42200.0,51200.0,735800.0
2024-02-01,38,20,612600.0,359500.0,244500.0,210000.0,612600.0,571100.0,392800.0,145400.0,253100.0,115200.0,163800.0,1871400.0
2024-02-01,39,10,1713100.0,996600.0,587800.0,434400.0,1713100.0,1800300.0,1047200.0,472100.0,716500.0,353500.0,348200.0,5305900.0
2024-02-01,40,60,660700.0,309800.0,222300.0,176500.0,660700.0,652700.0,432800.0,199700.0,350900.0,189000.0,140100.0,1495000.0
2024-02-01,41,70,3774300.0,1862100.0,1322200.0,1085300.0,3774300.0,3925300.0,2505200.0,1085400.0,1912200.0,903300.0,822300.0,11819700.0
2024-02-01,42,80,715700.0,431200.0,289000.0,244200.0,715700.0,757300.0,509900.0,277200.0,284500.0,151800.0,179100.0,1692100.0
2024-02-01,43,40,2881500.0,1490900.0,1034700.0,741500.0,2881500.0,2972100.0,1838700.0,742300.0,1390600.0,766300.0,578600.0,9539000.0
2024-02-01,44,40,3812600.0,2075600.0,1461600.0,1102900.0,3812600.0,4030900.0,2449100.0,950300.0,1737000.0,974800.0,876500.0,11939100.0
2024-02-01,45,40,465100.0,261600.0,158200.0,118800.0,465100.0,462900.0,339400.0,139700.0,203500.0,102600.0,96000.0,1255300.0
2024-02-01,46,80,1311000.0,788700.0,489300.0,392100.0,1311000.0,1259800.0,824900.0,331700.0,522300.0,308300.0,305000.0,3443200.0
2024-02-01,47,30,890000.0,479300.0,331500.0,261800.0,890000.0,909300.0,655900.0,263300.0,410700.0,235400.0,213800.0,2636700.0
2024-02-01,48,80,565000.0,264600.0,153100.0,127000.0,565000.0,564100.0,442600.0,202900.0,300400.0,164100.0,92200.0,1158700.0
2024-02-01,49,20,545900.0,318300.0,220700.0,163700.0,545900.0,561700.0,328500.0,148200.0,227600.0,115200.0,128000.0,1637800.0
2024-02-01,50,80,1618800.0,773100.0,479300.0,337000.0,1618800.0,1669200.0,1144700.0,466300.0,845700.0,444300.0,266200.0,4283100.0
2024-02-01,51,30,582400.0,341700.0,201900.0,163900.0,582400.0,562200.0,390700.0,198900.0,240700.0,111200.0,133700.0,1565800.0
2024-02-01,52,40,2102600.0,1016300.0,572900.0,503300.0,2102600.0,2146700.0,1274900.0,549600.0,1086300.0,550300.0,386300.0,6213400.0
2024-02-01,53,30,605000.0,334400.0,228500.0,183200.0,605000.0,635300.0,374500.0,170600.0,270600.0,123500.0,135800.0,1997800.0
2024-02-01,54,80,1728600.0,931100.0,658600.0,567600.0,1728600.0,1744000.0,1048500.0,561700.0,797500.0,396500.0,463200.0,4979300.0
2024-02-01,55,70,167900.0,86200.0,55700.0,47500.0,167900.0,172100.0,118900.0,50700.0,81700.0,45800.0,38000.0,509400.0
2024-02-01,56,20,3654000.0,2148600.0,1217400.0,903100.0,3654000.0,3437100.0,2634700.0,1245600.0,1505400.0,811900.0,737700.0,9096900.0
2024-02-01,57,50,2322200.0,1300800.0,923600.0,718300.0,2322200.0,2380600.0,1700200.0,624200.0,1021400.0,554400.0,574500.0,7128400.0
2024-02-01,58,20,921400.0,438800.0,288600.0,240400.0,921400.0,897800.0,572500.0,201000.0,482600.0,239500.0,181700.0,2215600.0
2024-02-01,59,30,578400.0,296300.0,190900.0,147700.0,578400.0,540000.0,388000.0,143000.0,282100.0,152300.0,111100.0,1491000.0
2024-02-01,60,50,3039300.0,1758900.0,1236800.0,1067300.0,3039300.0,3242800.0,2171300.0,833600.0,1280400.0,649300.0,783300.0,7451400.0
2024-02-01,61,80,997500.0,495400.0,307900.0,242400.0,997500.0,938400.0,648700.0,259000.0,502100.0,273000.0,188900.0,2287600.0
2024-02-01,62,20,992000.0,466400.0,282900.0,229600.0,992000.0,1034200.0,660600.0,275400.0,525600.0,300800.0,185000.0,3433600.0
2024-02-01,63,30,2021900.0,955500.0,558200.0,422300.0,2021900.0,2153400.0,1604900.0,655300.0,1066400.0,591000.0,324800.0,5790400.0
2024-02-01,64,40,995400.0,492700.0,303900.0,219000.0,995400.0,1004300.0,715100.0,328300.0,502700.0,277600.0,169700.0,3413700.0
2024-02-01,65,80,920900.0,516900.0,345200.0,292500.0,920900.0,959000.0,627900.0,282500.0,404000.0,220200.0,217700.0,2751600.0
2024-02-01,66,70,64000.0,27500.0,17400.0,13400.0,64000.0,64100.0,50200.0,24500.0,36500.0,19400.0,10700.0,162500.0
2024-02-01,67,20,1336500.0,746400.0,455600.0,372000.0,1336500.0,1251200.0,1064800.0,517000.0,590100.0,300900.0,295800.0,4609000.0
2024-02-01,68,70,581300.0,297000.0,189100.0,150000.0,581300.0,587900.0,415700.0,182600.0,284300.0,144600.0,119600.0,1675800.0
2024-02-01,69,30,3103700.0,1856800.0,1114500.0,964800.0,3103700.0,2923700.0,2378300.0,1179700.0,1246900.0,626300.0,727800.0,9858600.0
2024-02-01,70,80,2649400.0,1455800.0,973100.0,737000.0,2649400.0,2575300.0,2018900.0,753100.0,1193600.0,689200.0,578400.0,7989800.0
2024-02-01,71,30,1444100.0,782200.0,474200.0,368300.0,1444100.0,1436400.0,1096900.0,522100.0,661900.0,316400.0,289400.0,3745100.0
2024-02-01,72,40,1518600.0,862200.0,577500.0,425600.0,1518600.0,1572200.0,1156800.0,419400.0,656400.0,305400.0,343500.0,3463100.0
2024-02-01,73,60,1075200.0,609300.0,424500.0,337500.0,1075200.0,1096100.0,773500.0,365300.0,465900.0,250700.0,254700.0,3514100.0
2024-02-01,74,30,2855600.0,1657200.0,1100800.0,832600.0,2855600.0,2751100.0,1780200.0,756000.0,1198400.0,564700.0,631800.0,8265900.0
